service;date;time;message;sentimen
twitter;07/13/2021;10:51:00;@Polres_Bwi @HumasPoldaJatim @polisi_jatim #TetapTaatiPPKM\nDukung Patuhi Bersama\nMari tetap patuhi imendagri no.20 th 2021;Positif
twitter;07/18/2021;14:33:00;@tehpochy beres ppkm;Netral
twitter;07/29/2021;21:19:00;@Hilmi28 Buzzer mana Buzzer suaramu tunjukkan...;Negatif
twitter;08/09/2021;20:51:00;RT @leo_edw: PPKM kok jadi kyk ngutang boncabe ya. Udah pake level2an, mana diperpanjang terus hadeh;Negatif
twitter;07/06/2021;13:23:00;@plshn1 Ayo simak guys, jangan hanya nyinyir saja;Positif
twitter;07/11/2021;02:32:00;duh yatuhan ppkm cepetlah berakhir;Negatif
twitter;07/11/2021;13:03:00;RT @NS_Indah79:PPKM Darurat, Bulog Siapkan 200 Ribu Ton Beras Bansos\n\nMantan Kabareskim itu menegaskan, jajarannya berkomitmen untuk memastikan kualitas dan kuantitas beras yang disalurkan untuk program ini adalah yang terbaik. https://t.co/ZjMA4HAEhH\n\n�?�?�?���?���?���?���?�� �?���?���?���?���?�� �?���?���?���?���?���?���?�� https://t.co/hX4EFSt4Kc;Positif
twitter;08/09/2021;09:59:00;INDAHNYA BERBAGI KEPADA SESAMA \nPOLRES BUNGO DAN POLSEK JAJARAN SALURKAN BANTUAN MASYARAKAT YANG MEMBUTUHKAN YANG TERDAMPAK PPKM DARURAT, SEBAGAI WUJUD KEPEDULIAN POLRI TERHADAP MASYARAKAT \n\n#PolriSalurkanBansos\n#BantuanPPKMDarurat\n#BaksosPPKM\n#PolriPresisi\n#HumasPolresBungo https://t.co/2NOn4UfsKX;Positif
twitter;07/22/2021;11:13:00;Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/4u7hiAzjq8., pun hadir langsung menyapa serta membagikan bantuan sosial PPKM Darurat utk para pedagang yg terdampak Covid-19 di wilayah Surakarta, Provinsi Jawa Tengah. \n#DistribusiTepatSasaran\nPenerapan PPKM Level4 https://t.co/HKcL2fCHjE;Positif
twitter;10/25/2021;20:42:00;kegiatan pembagian masker kepada warga masyarakat  serta penyampaian pesan himbauan Kamtibmas  dalam rangka PPKM Darurat Covid19 di Wilayah Kec.Majenang  guna pencegahan  memutus mata rantai penyebaran Covid 19 Khususnya di wilayah Kec.Majenang https://t.co/OXTtp5irNC;Positif
twitter;08/03/2021;12:13:00;Anggota Kodim 0276/Sukoharjo bersama petugas gabungan melaksanakan penyekatan dalam rangka PPKM Level 4 di Kabupaten Sukoharjo. Terpantau situasi penyekatan di Pos Terminal Sukoharjo aman dan kondusif. https://t.co/PnG1nMRwTo;Positif
twitter;07/03/2021;22:35:00;RT @fsskroeppreal:PPKM - Pernah percaya kemudian menyesal.~ https://t.co/GT6k6wPMFb;Negatif
twitter;07/22/2021;15:55:00;RT @handokotjung: Anak SD tahun 2050 ketika waktu ujian muncul soal sebutkan perubahan istilah-istilah PSBB dan tanggal berlakunya. https:/…;Netral
twitter;07/23/2021;18:24:00;GoFood adakan promo kuliner selama PPKM. Ada potongan hingga Rp 110 ribu! #kumparanFOOD https://t.co/FztkQW5ptx;Positif
twitter;09/08/2021;13:20:00;RT @jawafess: Ketika warga Konoha mulai capek dengan PPKM lur https://t.co/q20PrhqzP2;Negatif
twitter;07/30/2021;21:00:00;RT @malaikatcant1k:Ini salah satu contoh RAKYAT\nmenjerit karena PPKM DARURAT\nkarena negara PELIT \n\nWarga d daerah Badung Bali rela antre panjang ..dan setiap hari\nHanya untk mendapatkan sebungkus nasi yg dibagikan relawan\nCERMIN KESUSAHAN RAKYAT https://t.co/OB9z3iCLX0;Negatif
twitter;07/30/2021;17:50:00;@OposisiCerdas ngaku dia menjerit..;Negatif
twitter;07/22/2021;22:50:00;Tapi ternyata kenyataannya gak gitu, pas ppkm gini semua keknya bener-bener terdampak. Apalagi sekelas olshop gede pasti biaya operasionalnya juga gede krn pasti mereka udh hire karyawan dan sewa tempat segala macem.;Negatif
twitter;07/16/2021;17:01:00;RT @AREAJULID:Ini konteksnya ada yg nasehatin klo pas ppkm sebaiknya jgn nongki dan bikin story ig karena bsa encourage org lain utk melakukan hal yg sama. Wdyt? https://t.co/0ZrqGccZaT;Netral
twitter;07/27/2021;15:30:00;gak mau tau, pokoknya selesai ppkm aku mau makan gultik di blok M!!!;Netral
twitter;09/13/2021;21:09:00;PPKM sudah tebukti berhasil oleh karna tu jangan abaikan Prokes https://t.co/J2DnVDcuzm;Positif
twitter;07/25/2021;10:18:00;"RT @EXOBreakingNews: ""Pemerintah Menghimbau Masyarakat Bersabar Terkait PPKM, Seperti Sabarnya EXO-L Menunggu EXO Comeback "" 😂😭😭 @weareoneE…";Netral
twitter;07/22/2021;10:54:00;#DistribusiTepatSasaran\nPenerapan PPKM Level4\nMantap\nDisos https://t.co/TfjxptJx34;Positif
twitter;08/28/2021;23:38:00;RT @jagungtiti71: Ditengah pemberlakuan PPKM di Prov NTT, Gubernur dan para bupati /walikota se NTT malah berpesta pora di Pulau Semau, kam…;Negatif
twitter;07/09/2021;05:29:00;Pak @ganjarpranowo semalam saya lewat kota temanggung, lampu penerangan jalan pada dipadamkan - mungkin utk mendukung PPKM darurat. Tetapi menurut hemat saya pemadaman lampu itu resikonya terlalu besar utk keselamatan pemakai jalan pak. @BPBD_TEMANGGUNG @kominfotmg @satpol_tmg;Positif
twitter;07/14/2021;00:27:00;RT @IndiHome:Pilihan asik bikin makin betah di rumah selama PPKM!\n\nCukup berlangganan paket 3P mulai dari Rp375ribu/bulan, dapatkan benefit internet lancar hingga 300Mbps, TV Interaktif, dan sambungan telepon jernih hingga 300 menit. https://t.co/2AaE22PeQg;Positif
twitter;08/02/2021;16:37:00;RT @shyntako:Ayo, siapa yang sudah lupa hari selama PPKM ini? Gapapa lah lupa hari, asalkan gak lupa sama kamu #TerimaKasihKamu https://t.co/iygUOfjbxA;Netral
twitter;09/01/2021;10:51:00;"Ppkm di perpanjang sampe tahun baru aja,ga usah di cicil""... 😑";Netral
twitter;07/06/2021;08:22:00;@PorosHalangID ternyata ppkm tuh singkatan paul pogba ke miami;Netral
twitter;08/19/2021;14:35:00;Kasat Lantas Banyuwangi cek pelayanan Satpas Sim dalam rangka cek penerapan protokol kesehatan pelaksanaan PPKM level 3 di wilayah Kab. Banyuwangi instagram.com/p/CSv28wxpz8C/…;Positif
twitter;07/08/2021;11:10:00;@TRendusara @DonAdam68 Serius nanya, kalo PSBB diatur dalam UU Kekarantinaan, apakah PPKM juga diatur dalam UU Kekarantinaan? @mohmahfudmd apakah benar Pembatasan Hak Asasi harus dg UU, atau cukup dg peraturan?;Netral
twitter;07/21/2021;19:19:00;Sabr ya patner kulineranku, ppkm kelar kita makanan makanin yang ada. setrotoar trotoarnya klo bisa😗😗 @photograph_zone;Netral
twitter;07/04/2021;04:07:00;"RT @L4DYOR17: Alhamdulillah Tim Mulai bergerak Kelapangan menanggapi PPKM yg berlangsung mulai 3-20 Juli\n""Isolasi Tak Berarti Sendiri Karen…";Positif
twitter;07/19/2021;08:29:00;RT @KompasTV: YLBHI: Pemerintah Pakai Istilah PSBB hingga PPKM untuk Hindari Kewajiban Penuhi Kebutuhan Warga dlvr.it/S3yLNV https…;Negatif
twitter;08/19/2021;10:46:00;RT @Lentera_w: Perpanjangan  penerapan PPKM adalah Pilihan terbaik dari pemerintah untuk suruh warga nya..\n\nkarena kami sudah melihat hasil…;Positif
twitter;07/18/2021;17:47:00;Jika ppkm diperpanjang dan hasilnya sama saja, maka akan dilanjutkan dengan adu pinalti;Netral
twitter;10/11/2021;23:54:00;Alhamdulillah, Kota Padang Membaik Sehingga Besok Tidak Lagi PPKM Level 4 https://t.co/6dHT0cCdaW;Positif
twitter;07/25/2021;19:59:00;baru tau kalo ppkm itu mirip mie gacoan\n\nada level-levelnya😱;Netral
twitter;07/13/2021;09:29:00;@sundastruggles Yang belum nikah didoain cepet nikah. Abis ppkm dan industri wedding boleh jalan lagi jangan lupa kontak aku yaaa... Barangkali perlu mc dan wo ... Mangatsss nabung semuanya.... https://t.co/3dC2mz95yf;Netral
twitter;07/02/2021;11:48:00;RT @gogoonn: PPKM sampai 20 Juli yaa? \n\n20 Juli Idul Adha kan yaa?;Netral
twitter;07/19/2021;06:39:00;Cerita Pelajar di Riau Ikut Vaksinasi COVID Digelar BIN: Jarumnya Tak Sakit\n\nPPKM Pulihkan Indonesia\n\nnews.detik.com/berita/d-56433…;Positif
twitter;07/31/2021;21:12:00;RT @wayanjering788:Mari Bersama² melewati pandemi ini, jangan menyerah optimis indonesia bangkit🇲🇨✊�?�\nTaati prokes dan konsisten untuk mejalankan PPKM darurat demi kbaikan kita semua.\n#PantangMenyerah\n#KibarkanMerahPutih https://t.co/e7ArAjeFcj;Positif
twitter;07/17/2021;00:22:00;RT @tirta_hudhi: Emng kalo kritik ppkm, harus pejabat? Emng selama ini yg buat kebijakan soal covid dokter? Nakes? \n\nEmng selama ininyg sta…;Negatif
twitter;07/29/2021;19:38:00;"RT @Hilmi28:Kmrin ketika membahas ttg denda PPKM 48rb utk Kades &amp; 500rb utk anggota dewan lalu dibandingkan dgb denda HRS &amp; Tkg Bubur, tak ada satupun buzzer yg komen. Apakah postingan ini jg sama ? Yuk donk yg ngaku paling NKRI &amp; pancasilais komen, ditungguin loh....\nhttps://t.co/zyhRbu8Kzl";Negatif
twitter;10/26/2021;20:13:00;@geloraco Tingkat kesejahteraan yg berbeda, tak bisa dijadikan ukuran. Dampak PPKM Kondisi Ekonomi Rakyat masih terjepit. Berlakulah Adil bagi bangsa kita sendiri;Negatif
twitter;07/21/2021;19:59:00;Satpol PP Jakbar Raup Duit Denda Pelanggaran PPKM Darurat Senilai Rp44 Juta: Selanjutnya denda Rp10.000.000 dari penindakan perkantoran non esensial dan kritikal yang didenda lantaran beraktivitas selama PPKM Darurat. Terakhir ada penindakan tempat usaha… dlvr.it/S48HKl;Positif
twitter;07/30/2021;07:32:00;RT @bukalapak: Berkumpul ketika PPKM itu dilarang tapi kalo Kumpulink malah sangat dianjurkan 💫\n\nKesempatan emas buat para pelapak dapet ko…;Positif
twitter;08/30/2021;09:36:00;@contactap2 dr Tangerang ke Gorontalo min. jd keponakan sy itu dtg di bln juni, rencana mau balik bln juli tp tertahan disini karna ppkm. mohon info min, apa ada pengecualian utk anak sekolah, usianya 11thn 🤲�?�;Netral
twitter;07/28/2021;22:53:00;RT @ArisWila: Ketua Relawan Jokowi Mania (Joman) EM menyampaikan, tdk kuatir dg dalang demo PPKM dr pihak oposisi.\nDalang yg berbahaya adal…;Netral
twitter;07/23/2021;15:46:00;RT @gustysate48: #HalloOrangBaik Ya Allah imbas PPKM DARURAT sy msh Di kampung gabisa Berjualan lagi 🥺Mna Mba lagi Butuh Biaya Pengobatan D…;Negatif
twitter;07/07/2021;21:03:00;"@HeriSuwondo2 Sprt hrs ada &amp; sangat diperlukan TGPF ttg jumlah serta mslh perizinan TKAseng yg falid.";Negatif
twitter;07/03/2021;21:56:00;@izality Keluar di hari pertama ppkm dengan alasan : menyelamatkan kucing2 homeless diluar sana. Bangga sekali menjadi teman izality �?�?�;Positif
twitter;08/16/2021;22:49:00;inmendagri ppkm jawa bali 23 agustus, dimana kah kau berada.. suratku membutuhkan ada lampiranmu.. please;Netral
twitter;09/06/2021;07:29:00;Untuk bantuan APBD Banyuwangi, seperti bantuan ke 6.900 PKL/warung kecil terdampak PPKM juga telah tersalurkan 100 persen.;Positif
twitter;07/23/2021;09:33:00;RT @asumsico:Kabar terbaru:\n\nPemerintah resmi menutup pintu bagi tenaga kerja asing masuk wilayah Indonesia selama masa Pemberlakuan Pembatasan Kegiatan Masyarakat.\n\nHal itu, tertuang dalam Peraturan Menteri Hukum dan HAM Nomor 27 Tahun 2021 yang diteken Yasonna Laoly pada 21 Juli 2021. https://t.co/PTKf2NJeHO;Positif
twitter;09/15/2021;13:58:00;RT @Boediantar4: Orang ini kalau ngomong ngga pakai mikir. Waktu ppkm tanpa kompensasi sampai sekarang kok ngga demo 😬;Negatif
twitter;07/21/2021;12:31:00;Gerakan Bakti Sosial Polri Peduli Covid-19\n\nPolres Bone Polda Sulsel melaksanakan kegiatan bakti sosial dengan membagikan 500 paket sembako untuk masyarakat dengan cara door to door atau mengunjungi rumah-rumah warga untuk meringankan beban warga selama masa PPKM Mikro https://t.co/CTAepwxPF3;Positif
twitter;08/03/2021;14:48:00;RT @wisnu167:Tolong bantu dishare ya orang-orang baik. Kita saling menguatkan dan #salingjaga\n\nPersyaratan cuma foto bukti positif COVID-19 dan alamat rumah.  \n\nTerima kasih. Semangat berbagi. \n\n#WargaBantuWarga #PPKMDarurat https://t.co/Hu1WxwiKc8;Positif
twitter;07/22/2021;04:53:00;RT @handokotjung:Anak SD tahun 2050 ketika waktu ujian muncul soal sebutkan perubahan istilah-istilah PSBB dan tanggal berlakunya. https://t.co/mGw7BhDRdn;Netral
twitter;07/25/2021;19:30:00;Jokowi Perpanjang PPKM Level 4 Hingga 2 Agustus, Sejumlah Aktivitas Ekonomi Masyarakat Dilonggarkan\n \nhttps://t.co/ScFUfspUGj via @tribunnews;Positif
twitter;08/14/2021;04:32:00;RT @wafercokl4t: EFEK PPKM 😞😞😞 https://t.co/RWxijrGpKS;Netral
twitter;07/11/2021;22:13:00;RT @medianaFS:Bupati Siak Alfedri Berikan Bantuan Kepada Masyarakat Pasca Penerapan PPKM https://t.co/J9ouqkqwdf;Positif
twitter;07/07/2021;02:13:00;RT @mbahndi:Perilaku masyarakat yang susah diubah itu adalah perilaku mencari rejeki, karena di Indonesia ini surga buat para pencari rejeki yang rajin. \nTidak adanya jaminan kepastian pemenuhan kebutuhan dasar juga salah satu sebab kemungkinan kegagalan pelaksanaan PPKM Darurat di lapangan.;Negatif
twitter;09/01/2021;07:46:00;RT @HumasPoldaAceh: Apel Gelar Pasukan Kesiapan Pelaksanaan Penyekatan Lhokseumawe PPKM Level 4 di Lapangan Hiraq.\n\n@DivHumas_Polri\n@Polrip…;Positif
twitter;08/11/2021;18:48:00;@fahayabi @lailicamelia @febridiansyah Strategi pemerintahan apa, ppkm berjilid? Nambah per minggu?\nSungguh strategis;Netral
twitter;09/29/2021;10:16:00;"melaksanakan  patroli Woro Woro dan operasi masker : \n1.agar selalu mematuhi 5M \n2.himbauan kpd masy ttg \n- Intruksi Bupati Cilacap No 15 melu 2021 Tanggal 15 Juni 2021,Ttg Perpanjangan PPKM Berbasis Mikro &amp; Pengoptimalan Posko Penanganan Covid 19 di Kabupaten Cilacap https://t.co/Fg6s4mf4v3";Positif
twitter;07/04/2021;15:49:00;RT @IdMatakita: Kapolres Cek Penerapan PPKM Darurat di Kota Tegal https://t.co/xn83rqm9Fq;Positif
twitter;07/12/2021;17:55:00;@PutraWadapi Rakyat stres mati bukan karna Covid19 tetapi karna stres dengan perlakuan aparat pemerintah kita ngk keluar rumah gk makan enak aparat tiap bulan gajian lah kita tiap bulan hanya bisa dapat uang dri kerja diluar rumah;Negatif
twitter;07/03/2021;17:41:00;RT @voidotid:Polda Jawa Tengah (Jateng) menyekat akses jalan yang menghubungkan wilayah ini dengan provinsi di sekitarnya selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PKKM) Darurat https://t.co/YNAvEGmNfL;Positif
twitter;09/24/2021;00:35:00;RT @ffarliani:hasil nabung selama PPKM https://t.co/fZS6M3RH0Z https://t.co/of7YiEE3Sb;Netral
twitter;07/02/2021;23:11:00;RT @ridwanhr: Ppkm mesti dibarengin sama relaksasi kredit, terutama pengusaha kecil yang modal usahanya pake utang\n\nPengalaman dari yang su…;Positif
twitter;08/26/2021;12:12:00;Semoga pandemi segera berakhir, sekarang kita taat peraturan saja dulu. \nBersyukur sekarang berlaku PPKM level 3 di Jakarta. https://t.co/MCA2bfeBMm;Positif
twitter;07/04/2021;21:15:00;"RT @BadutPolitikus: Simak tweeps‼�?\n\nRezim lbh pilih gunakan istilah PSBB &amp; PPKM drpd UU Karantina/Lockdown u/ hindari tanggung jawab pembia…";Negatif
twitter;07/13/2021;05:05:00;RT @rasjawa: Selama PPKM, usaha non retail kebutuhan pangan dan warung makanan gak boleh buka. Tapi yang bikin peraturan gak mau ngasih bia…;Negatif
twitter;07/21/2021;20:11:00;RT @FiersaBesari: PPKM dikasih level, emang Boncabe;Negatif
twitter;07/11/2021;18:10:00;RT @shitlicious:PPKM: Pelan-pelan Kena Mental;Netral
twitter;07/28/2021;14:53:00;RT @stywnyudha:ppkm pelan pelan kita miskin;Negatif
twitter;08/03/2021;19:31:00;@blogger_kendal Yap, pastinya kita semua ingin kondisi jadi normal seperti duluuuuuuuu :D\n\nSemangaatt, gais!;Positif
twitter;07/13/2021;00:27:00;sial ppkm warung nasi bebeknya udh tutup😢;Negatif
twitter;08/19/2021;22:09:00;@CNNIndonesia Gak akan ada selesai nya jika PPKM terus. Mau sampai kapan? Sampaii ina tdk di ijinkan lagi berhutang yaa ?? Aneh yaa;Negatif
twitter;07/22/2021;11:32:00;RT @PolisiSukoharjo:Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/GGrp225akf., terjun langsung memberikan bantuan sosial PPKM Darurat dari pemerintah untuk masyarakat yang terdampak Covid-19 di wilayah Jawa Tengah. \n\n#DistribusiTepatSasaran\nPenerapan PPKM Level4 https://t.co/aQGnV7TbL9;Positif
twitter;07/04/2021;13:52:00;RT @geloraco: 20 TKA Asal China Tiba di Bandara Sultan Hasanuddin saat PPKM Darurat\nhttps://t.co/hl9zA7eLcw;Negatif
twitter;07/31/2021;06:51:00;RT @msaid_didu:Bapak Presiden yth, \n1) kalau lockdown (karantina rumah) maka rakyat diminta tinggal di rumah dan slrh kebutuhannya ditanggung negara.\n2) kalau PPKM, rakyat diminta tinggal di rumah tapi kebutuhannya cari sendiri\nRakyat menjerit bukan krn PPKM tapi krn kebutuhannya tdk dijamin https://t.co/xNLlNoAdwB;Negatif
twitter;08/16/2021;21:17:00;RT @aldysuhanda_:Ekspresi ketika mendengar PPKM diperpanjang lagi. https://t.co/DdEsGehF8c;Netral
twitter;07/07/2021;14:53:00;Forkompim Kapanewon Banguntapan Laksanakan Imbauan PPKM Darurat di Wilayah Banguntapan https://t.co/XjSzA7rpew;Positif
twitter;07/18/2021;14:03:00;RT @CNNIndonesia: Saat PPKM Darurat diperpanjang, artinya sebagian besar masyarakat masih harus berada di rumah. Hal ini membuat kondisi ke…;Netral
twitter;07/26/2021;06:06:00;RT @amira_suud: @jokowi pak.....saya nggak punya gaji tiap bulan\nusaha sy dagang pak\nselama PPKM ini pendapatan min\npengeluaran wajib\ntabun…;Negatif
twitter;07/19/2021;01:17:00;padahal besok harus masuk pagi buat nyari jalan gara gara surat tugas ppkm tai anjing masih dikantor;Negatif
twitter;07/12/2021;08:12:00;Delapan hari lagi PPKM Darurat berakhir. What next?;Netral
twitter;07/15/2021;05:16:00;RT @gatse8:Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti sisa penduduk Indonesia bisa tinggal Bapak doang. Ama Luhut deng...;Negatif
twitter;07/04/2021;16:31:00;RT @BossTemlen: TKA China ini biasanya penjaminya LBP, dan skrng LBP yang diberikan wewenang memimpin PPKM, lalu kita mau percaya gimana dg…;Negatif
twitter;08/23/2021;23:10:00;@indraakenz Mau dapet ikenz ikenz an buat bayar SPP 2 semester🤧;Netral
twitter;08/27/2021;12:44:00;Pelaksanaan Kegiatan Makan/Minum di Tempat\nUmum  PPKM Level 3,2,dan 1\n\n#ProkesDisetiapAktifitas\nCegah Dengan Patuhi5M https://t.co/OaHU8vVQii;Positif
twitter;07/24/2021;11:41:00;RT @agusjabo333:Berawal dari para pejabat yg meremehkan Covid 19, (di tengah polarisasi politik blm selesai), masyarakat kembali terpolarisasi (?) : Covid nyata vs konspirasi, ekonomi vs kesehatan, karantina vs PSBB, vaksinasi vs anti vaksin, PPKM vs non PPKM.\n\n(Jika salah kelola, bisa ambyar);Negatif
twitter;07/18/2021;13:45:00;@FXHarminanto @ViecintiaRP @JogjaUpdate @Jogja24Jam Woee mas'e..\nRa tau liputan sentral vaksin pemkot di jln veteran poo??;Positif
twitter;07/19/2021;18:56:00;RT @tvOneNews:Bak Pelaku Pidana Berat, Pemilik Kedai Kopi Langgar PPKM Dipenjara https://t.co/qbVsBZ00to;Negatif
twitter;07/16/2021;00:27:00;#infopolsekbadau\n@kominfobelitung\n. . .\nPPKM DIPERPANJANGAN !\n\nSesuai dengan surat edaran Bupati Belitung Nomor : 443.1/956/II/2021 maka Pemberlakuan Pembatasan Kegiatan Masyarakat diperpanjang sejak tanggal 16 Juli - 29 Juli 2020. Diharapkan kepada masyarakat untuk tetap https://t.co/i2Mk80ncjG;Netral
twitter;07/03/2021;19:38:00;RT @NgkongRoses:@Kemenag_RI bersama Perta Medika (BUMN), bersinergi menyiapkan rumah sakit (RS) darurat di Asrama Haji Pondok Gede.\n\nSaya rasa, kita sebagai masyarakat juga harus bersinergi, ya bersinergi untuk mentaati aturan Prokes dan PPKM Darurat. @YaqutCQoumas\n\nhttps://t.co/EpXeB3nHdL;Positif
twitter;07/21/2021;10:28:00;RT @1trenggalek:Tingginya kasus covid-19 saat ini dan sudah masuknya varian baru diberbagai daerah, mengharuskan pemerintah untuk menerapkan PPKM Darurat tetapi TNI Polri akan siap membantu masyarakat yang terdampak covid-19\n\n#PolriDistribusikanBansos\nBantu Terdampak Pandemi https://t.co/haXTEF0A6b;Positif
twitter;08/04/2021;15:46:00;RT @gIittereins:[HELP RT PLEASE] \n\nhi orang baik, ayah aku jual ✨selada hijau hidroponik✨ masih seger bgt. harusnya ini udah panen tapi sayangnya belom ada pembeli samsek karena ppkm 😭. masih ada selada yang lainnya sekitar 20 hari lagi bakal panen. \n\n�? domisili banyuwangi dan sekitarnya ya https://t.co/TiMvmxSN0u;Negatif
twitter;08/14/2021;11:38:00;RT @PutraWadapi: Dia umumkan PPKM berjilid2 tapi dia sendiri yg membuat kerumunan berjilid2. Benar2 dia pemimpin yg inkonsisten.;Negatif
twitter;09/07/2021;05:27:00;RT @soundsproject_: Perpanjangan PPKM lagi,\nitu PPKM apa rumah? kok di cicil dikit dikit.\nKITA SEMUA GA SABAR NONTON KONSERR‼�?😫 \n\n#SabarSeb…;Netral
twitter;07/15/2021;13:12:00;RT @NenkMonica:Arahan Walikota Lubuklinggau. \nPenegakkan Aturan PPKM hrs Humanis, jgn bubar bubarkan dan dibuang. https://t.co/uSIprin3gI;Positif
twitter;08/15/2021;10:40:00;RT @bennysiauw89: Hang out pas PPKM dengan alasan kesehatan jiwa, tapi enggan ke psikolog saat memang jelas sudah butuh bantuan dan punya u…;Positif
twitter;07/03/2021;20:43:00;RT @kumparan:Lurah di Depok Gelar Hajatan dengan berjoget di hari pertama PPKM Darurat. #kumparanNEWS https://t.co/RNGBbpfFXf;Negatif
twitter;08/24/2021;17:48:00;RT @kmgyuuw:Penurunan level sejumlah daerah dalam pemberlakuan pembatasan kegiatan masyarakat (PPKM) akan memperbaiki perekonomian yang sempat lesu akibat pembatasan mobilitas ketat.\nPuan Maharani :\nMomentum gerakan ekonomi masyarakat dengan hati-hati \nPeran DPR pro rakyat https://t.co/KoEFzxQUd8;Positif
twitter;07/24/2021;17:13:00;Ppkm tetap kondangan🙃 https://t.co/1L7j2ShSt6;Netral
twitter;07/18/2021;17:13:00;RT @OposisiCerdas: Gaji Bupati dan Wakil Bupati Lumajang untuk Beli Beras Warga Terdampak PPKM Darurat\noposisicerdas.com/2021/07/gaji-b…;Positif
twitter;07/12/2021;15:05:00;Barusan nyobain ganti lcd di depan pgc cililitan, karna ppkm jadi gantinya di bawah jpo busway wkwkwk https://t.co/4Nexu6z8cq;Netral
twitter;08/06/2021;14:47:00;RT @AlumniJambi: Perlukah menjaga mental ditengah ppkm ini 🤔 \n\n@Kemhan_RI beserta psikolog akan membahasnya di ngopi daring bela negara, ha…;Negatif
twitter;07/21/2021;13:39:00;Ppkm banyak bener levelnya si udh kayak seblak aja;Negatif
twitter;07/11/2021;23:02:00;@agnessiiaa yha ayooo, hm tau bgt kan pasti aku uda pgn makan apa🥺;Netral
twitter;08/23/2021;15:30:00;RT @AULION: Mall terbaik selama PPKM https://t.co/qgjcMlK4dh;Positif
twitter;09/14/2021;18:02:00;RT @setkabgoid: Mendagri telah menerbitkan Inmendagri 42/2021 tentang PPKM Level 4, 3, dan 2 di wilayah Jawa dan Bali.\n\nBerikut rincian dae…;Netral
twitter;07/26/2021;11:47:00;Soal bansos dari Pusat saat Ppkm darurat, Pemkab Harus Pro Aktif editor.id/soal-bansos-da…;Positif
twitter;08/03/2021;10:19:00;https://t.co/imKTlOexEw\n\nPPKM Level 4 Diperpanjang, Penumpang KRL Commuter Line di Stasiun Rawa Buaya Sepi\n\n#KRL\n#PPKMLevel4;Netral
twitter;08/20/2021;16:51:00;Penerapan protokol kesehatan sektor industri diwajibkan selama masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) https://t.co/TO6zCSfYKd;Positif
twitter;07/25/2021;19:45:00;@asumsico Bring down the goverment they don't speak for us :);Negatif
twitter;07/25/2021;13:20:00;Menjawab Dilema PTM di Masa PPKM\nPertanyaan akan kebijakan PTM ini terus muncul seiring perpanjangan pemberlakuan PPKM Darurat yang kini sudah berubah nama menjadi PPKM LEVEL 4. Simak selengkapnya di podcast berikut.\nhttps://t.co/kHdqcjLoJe;Netral
twitter;08/02/2021;13:29:00;Akhirnya berani nyemil vit D3 dosis tinggi setelah konsul ama dokter.\n\nJarang keluar utk berjemur sih. Anggap karantina 4 bulan sejak PPKM gaje dirilis, udah kayak thn lalu PSBB 4 bulan gak keluar² :)))\n\nOrtu gak nyemil D3 dosis tinggi krn suka berjemur diri. https://t.co/tCnZSmA5LU;Positif
twitter;07/23/2021;09:49:00;memberikan Himbauan kepada pengendara dan penumpang untuk selalu memakai masker dan mematuhi Protokol kesehatan yg ditetapkan oleh pemerintah.\n-melaksanajan pengaturan lalin di depan Pos PPKM Tanjung Mulia https://t.co/InhB2gt5sJ;Positif
twitter;07/26/2021;09:09:00;RT @Purnomo_Back:terus saja Perpanjang PPKM'nya mpe 12 September 2024 pak @jokowi \n\nKan Anda yg kuasa di Negara ini, Rakyat ga bakal kenapa2 kok!\n\n🤦�?��?♂�?\n\n#SebenarnyaJokowiSudahHabis https://t.co/KuQ4ZPVXHI;Negatif
twitter;08/24/2021;18:41:00;@samsungID @sasrawigata 116. Pandemi dan diberlakukannya PPKM, banyak kegiatan dilakukan di rumah saja sesuai anjuran. Bermain �?�bersama adik \n@sasrawigata\n , bertanding ♟�? dengan Ayah. Paling seru ketika sekeluarga nonton 📺 acara Olimpiade Tokyo kemarin pastinya lebih seru karena #BersamaLebihManTAB;Positif
twitter;07/21/2021;19:12:00;https://t.co/OuaaNJtTfK rebahan dari rumah\n\nsambil plototin trending twitter sekarang:\nRektor UI\n#PresidenTerburukDalamSejarah \nPPKM Level 4\nGiant\n#sange;Negatif
twitter;07/14/2021;06:00:00;"RT @Relawananies: ""Waktu Pak Anies pegang PSBB itu betul bisa dijalankan. Sekarang wewenang, kan, enggak ada lagi (di gubernur) tetapi di P…";Negatif
twitter;08/16/2021;11:43:00;Baru aja baca penurunan, dan apakah ppkm akan diperpanjang. Hadeuh capek. https://t.co/wImZnkA0l9;Negatif
twitter;07/24/2021;16:22:00;RT @IrutPagut:Airlangga Minta Kiai, Habib, Ulama Dukung PPKM Darurat https://t.co/bLoFa4Lj6S \nPERATURAN YANG MENGHAMBAT DAN MENYUSAHKAN UMAT, KOK MINTA DI DUKUNG KYAI-HABIB-ULAMA. ANEEH INI ORANG..OTAKNYA DIMANA YA..!?.;Negatif
